# Time,Flux,FluxErr
1.093205,0.932258,0.000060
1.113639,0.928787,0.000060
1.134072,0.924638,0.000060
1.154506,0.919617,0.000060
1.174940,0.914417,0.000060
1.195373,0.908048,0.000060
1.215807,0.900728,0.000059
1.236241,0.892290,0.000059
1.256675,0.881184,0.000059
1.277109,0.869635,0.000059
1.297542,0.860779,0.000059
1.317976,0.854660,0.000058
1.338410,0.851134,0.000058
1.358843,0.849130,0.000058
1.379277,0.849667,0.000058
1.420145,0.857737,0.000058
1.440579,0.864287,0.000059
1.461012,0.872170,0.000059
1.481446,0.880715,0.000059
1.501880,0.889862,0.000059
1.522314,0.900061,0.000059
1.542747,0.911033,0.000060
1.563181,0.921594,0.000060
1.583615,0.930812,0.000060
1.604049,0.938675,0.000060
1.624482,0.945360,0.000060
1.644916,0.949858,0.000061
1.665350,0.953313,0.000061
1.685784,0.956343,0.000061
1.706217,0.959001,0.000061
1.726651,0.961148,0.000061
1.747085,0.963320,0.000061
1.767519,0.965195,0.000061
1.787952,0.966748,0.000061
1.808386,0.968295,0.000061
1.828820,0.969550,0.000061
1.849254,0.970656,0.000061
1.869688,0.971833,0.000061
1.890121,0.972650,0.000061
1.910555,0.973651,0.000061
1.930989,0.974545,0.000061
1.951422,0.975558,0.000061
1.971856,0.976286,0.000061
1.992290,0.977044,0.000061
2.012724,0.977863,0.000061
2.033158,0.978413,0.000061
2.053591,0.979191,0.000061
2.074025,0.979583,0.000061
2.094459,0.980241,0.000061
2.114893,0.980858,0.000061
2.155760,0.982121,0.000061
2.176194,0.982481,0.000061
2.196628,0.982865,0.000061
2.217061,0.983404,0.000061
2.237495,0.983915,0.000061
2.257929,0.984370,0.000061
2.278363,0.984840,0.000061
2.298796,0.985276,0.000061
2.319230,0.985606,0.000061
2.339664,0.986145,0.000061
2.360098,0.986525,0.000061
2.380532,0.986762,0.000061
2.400965,0.987249,0.000061
2.421399,0.987420,0.000061
2.441833,0.987919,0.000061
2.462267,0.988049,0.000061
2.482701,0.988535,0.000061
2.503134,0.988815,0.000061
2.523568,0.989050,0.000061
2.544002,0.989337,0.000061
2.564436,0.989855,0.000061
2.584869,0.989857,0.000061
2.605303,0.990170,0.000061
2.625737,0.990376,0.000061
2.646171,0.990661,0.000061
2.666604,0.990889,0.000061
2.687038,0.991095,0.000061
2.707472,0.991284,0.000061
2.727906,0.991596,0.000061
2.748339,0.991725,0.000061
2.768773,0.991974,0.000061
2.789207,0.992133,0.000061
2.809641,0.992426,0.000061
2.830075,0.992305,0.000061
2.850508,0.992496,0.000061
2.870942,0.992812,0.000062
2.891376,0.992732,0.000062
2.911810,0.993004,0.000062
2.932244,0.993283,0.000062
2.952677,0.993346,0.000062
2.973111,0.993453,0.000062
2.993545,0.993485,0.000062
3.013979,0.993759,0.000062
3.034412,0.993948,0.000062
3.054846,0.994092,0.000062
3.075280,0.994140,0.000062
3.095714,0.994364,0.000062
3.116148,0.994544,0.000062
3.136581,0.994507,0.000062
3.157015,0.994658,0.000062
3.177449,0.994724,0.000062
3.197883,0.994949,0.000062
3.218316,0.995331,0.000062
3.238750,0.995265,0.000062
3.259184,0.995476,0.000062
3.279618,0.995406,0.000062
3.300051,0.995686,0.000062
3.320485,0.995696,0.000062
3.340919,0.995818,0.000062
3.361353,0.995846,0.000062
3.381787,0.996029,0.000062
3.402220,0.996098,0.000062
3.422654,0.996202,0.000062
3.443088,0.996353,0.000062
3.463522,0.996490,0.000062
3.483956,0.996669,0.000062
3.504390,0.996655,0.000062
3.524823,0.996702,0.000062
3.545257,0.996847,0.000062
3.565691,0.996998,0.000062
3.586125,0.996994,0.000062
3.606558,0.997058,0.000062
3.626992,0.996982,0.000062
3.647426,0.997138,0.000062
3.667860,0.997102,0.000062
3.688294,0.997182,0.000062
3.708727,0.997139,0.000062
3.729161,0.997103,0.000062
3.749595,0.997329,0.000062
3.770029,0.996975,0.000062
3.790462,0.997164,0.000062
3.810896,0.997230,0.000062
3.831330,0.997163,0.000062
3.851764,0.997286,0.000062
3.872198,0.997102,0.000062
3.892631,0.997258,0.000062
3.913065,0.997342,0.000062
3.933499,0.997176,0.000062
3.953933,0.997231,0.000062
3.974367,0.997231,0.000062
3.994800,0.997214,0.000062
4.015234,0.997390,0.000062
4.035668,0.997500,0.000062
4.056102,0.997468,0.000062
4.076536,0.997683,0.000062
4.096969,0.997782,0.000062
4.117403,0.997772,0.000062
4.137837,0.997824,0.000062
4.158271,0.997764,0.000062
4.178705,0.997892,0.000062
4.199138,0.997809,0.000062
4.219572,0.997850,0.000062
4.240006,0.997926,0.000062
4.260440,0.997907,0.000062
4.280874,0.998051,0.000062
4.301307,0.997900,0.000062
4.321741,0.998005,0.000062
4.342175,0.997937,0.000062
4.362609,0.997897,0.000062
4.403476,0.997981,0.000062
4.423910,0.998139,0.000062
4.444344,0.998062,0.000062
4.464778,0.998166,0.000062
4.485212,0.998029,0.000062
4.505645,0.998350,0.000062
4.526079,0.998245,0.000062
4.546513,0.998069,0.000062
4.566947,0.998136,0.000062
4.587381,0.998184,0.000062
4.607814,0.998308,0.000062
4.628248,0.998140,0.000062
4.648682,0.998114,0.000062
4.669116,0.998172,0.000062
4.689550,0.998216,0.000062
4.709984,0.998228,0.000062
4.730417,0.998418,0.000062
4.750851,0.998346,0.000062
4.771285,0.998333,0.000062
4.791719,0.998714,0.000062
4.812153,0.998273,0.000062
4.832586,0.998445,0.000062
4.853020,0.998300,0.000062
4.873454,0.998267,0.000062
4.893888,0.998342,0.000062
4.914322,0.998215,0.000062
4.934755,0.998257,0.000062
4.955189,0.998430,0.000062
4.975623,0.998596,0.000062
4.996057,0.998408,0.000062
5.016491,0.998574,0.000062
5.036925,0.998670,0.000062
5.057358,0.998519,0.000062
5.077792,0.998608,0.000062
5.098226,0.998605,0.000062
5.118660,0.998476,0.000062
5.139093,0.998570,0.000062
5.159527,0.998510,0.000062
5.179961,0.998567,0.000062
5.200395,0.998516,0.000062
5.220829,0.998644,0.000062
5.241263,0.998625,0.000062
5.261696,0.998474,0.000062
5.282130,0.998606,0.000062
5.302564,0.998678,0.000062
5.322998,0.998757,0.000062
5.343432,0.998584,0.000062
5.363865,0.998537,0.000062
5.384299,0.998502,0.000062
5.404733,0.998333,0.000062
5.425167,0.998438,0.000062
5.445601,0.998460,0.000062
5.466035,0.998508,0.000062
5.486468,0.998524,0.000062
5.506902,0.998491,0.000062
5.527336,0.998488,0.000062
5.547770,0.998433,0.000062
5.568204,0.998469,0.000062
5.588638,0.998566,0.000062
5.609071,0.998581,0.000062
5.629505,0.998893,0.000062
5.649939,0.998650,0.000062
5.670373,0.998540,0.000062
5.690807,0.998541,0.000062
5.711240,0.998566,0.000062
5.731674,0.998611,0.000062
5.752108,0.998579,0.000062
5.772542,0.998791,0.000062
5.792976,0.998675,0.000062
5.813410,0.998698,0.000062
5.833843,0.998816,0.000062
5.854277,0.998835,0.000062
5.874711,0.998829,0.000062
5.895145,0.998952,0.000062
5.915579,0.998983,0.000062
5.936013,0.999101,0.000062
5.956446,0.999096,0.000062
5.976880,0.999060,0.000062
5.997314,0.999038,0.000062
6.017748,0.999170,0.000062
6.038182,0.999093,0.000062
6.058615,0.999028,0.000062
6.079049,0.999122,0.000062
6.099483,0.999074,0.000062
6.119917,0.999085,0.000062
6.140351,0.999201,0.000062
6.160785,0.998985,0.000062
6.181218,0.999171,0.000062
6.201652,0.999261,0.000062
6.222086,0.999296,0.000062
6.242520,0.999269,0.000062
6.262954,0.999050,0.000062
6.283388,0.999160,0.000062
6.303821,0.999175,0.000062
6.324255,0.998993,0.000062
6.344689,0.999003,0.000062
6.365123,0.999166,0.000062
6.385557,0.999114,0.000062
6.405991,0.999091,0.000062
6.426424,0.999180,0.000062
6.446858,0.999092,0.000062
6.467292,0.998954,0.000062
6.487726,0.999187,0.000062
6.508160,0.999027,0.000062
6.528594,0.999034,0.000062
6.549028,0.999045,0.000062
6.569461,0.999033,0.000062
6.589895,0.999025,0.000062
6.610329,0.999049,0.000062
6.630763,0.998936,0.000062
6.651197,0.998968,0.000062
6.671631,0.999049,0.000062
6.692064,0.999017,0.000062
6.712498,0.999032,0.000062
6.732932,0.999064,0.000062
6.753366,0.999059,0.000062
6.773800,0.999074,0.000062
6.794234,0.999083,0.000062
6.814667,0.999207,0.000062
6.835101,0.999159,0.000062
6.855535,0.999236,0.000062
6.875969,0.999256,0.000062
6.896403,0.999458,0.000062
6.916837,0.999219,0.000062
6.937270,0.999370,0.000062
6.957704,0.999501,0.000062
6.978138,0.999349,0.000062
6.998572,0.999455,0.000062
7.019006,0.999583,0.000062
7.039440,0.999173,0.000062
7.059874,0.999491,0.000062
7.080307,0.999547,0.000062
7.100741,0.999294,0.000062
7.121175,0.999615,0.000062
7.141609,0.999443,0.000062
7.162043,0.999398,0.000062
7.182477,0.999397,0.000062
7.202911,0.999221,0.000062
7.223344,0.999172,0.000062
7.264212,0.999078,0.000062
7.284646,0.998993,0.000062
7.305080,0.999076,0.000062
7.325514,0.999085,0.000062
7.345947,0.998841,0.000062
7.386815,0.998927,0.000062
7.407249,0.999056,0.000062
7.427683,0.999019,0.000062
7.448117,0.999017,0.000062
7.468550,0.999134,0.000062
7.488984,0.998990,0.000062
7.509418,0.998928,0.000062
7.529852,0.999035,0.000062
7.550286,0.999086,0.000062
7.570720,0.999116,0.000062
7.591154,0.999188,0.000062
7.611587,0.999140,0.000062
7.632021,0.999086,0.000062
7.652455,0.999214,0.000062
7.672889,0.999218,0.000062
7.693323,0.999309,0.000062
7.713757,0.999500,0.000062
7.734190,0.999530,0.000062
7.754624,0.999543,0.000062
7.775058,0.999638,0.000062
7.795492,0.999640,0.000062
7.815926,0.999550,0.000062
7.836360,0.999728,0.000062
7.856794,0.999723,0.000062
7.877228,0.999688,0.000062
7.897661,0.999713,0.000062
7.918095,0.999709,0.000062
7.938529,0.999733,0.000062
7.958963,0.999701,0.000062
7.979397,0.999744,0.000062
7.999831,0.999729,0.000062
8.020265,0.999679,0.000062
8.040698,0.999695,0.000062
8.061132,0.999711,0.000062
8.081566,0.999715,0.000062
8.102000,0.999562,0.000062
8.122434,0.999670,0.000062
8.142868,0.999610,0.000062
8.163302,0.999464,0.000062
8.183735,0.999568,0.000062
8.204169,0.999466,0.000062
8.224603,0.999404,0.000062
8.245037,0.999419,0.000062
8.265471,0.999224,0.000062
8.285905,0.999414,0.000062
8.306339,0.999444,0.000062
8.326772,0.999368,0.000062
8.347206,0.999579,0.000062
8.367640,0.999559,0.000062
8.388074,0.999354,0.000062
8.408508,0.999389,0.000062
8.428942,0.999448,0.000062
8.449376,0.999244,0.000062
8.469809,0.999518,0.000062
8.490243,0.999559,0.000062
8.510677,0.999500,0.000062
8.531111,0.999681,0.000062
8.551545,0.999651,0.000062
8.571979,0.999548,0.000062
8.592413,0.999745,0.000062
8.612847,0.999642,0.000062
8.633280,0.999743,0.000062
8.653714,0.999863,0.000062
8.674148,0.999930,0.000062
8.694582,0.999814,0.000062
8.715016,0.999894,0.000062
8.735450,0.999908,0.000062
8.755884,0.999853,0.000062
8.776318,0.999776,0.000062
8.796751,0.999738,0.000062
8.817185,0.999776,0.000062
8.837619,0.999860,0.000062
8.858053,0.999845,0.000062
8.878487,0.999830,0.000062
8.898921,0.999828,0.000062
8.919355,0.999985,0.000062
8.939789,0.999875,0.000062
8.960222,0.999724,0.000062
8.980656,0.999616,0.000062
9.001090,0.999877,0.000062
9.021524,0.999753,0.000062
9.041958,0.999702,0.000062
9.062392,0.999932,0.000062
9.082826,0.999721,0.000062
9.103260,0.999702,0.000062
9.123693,0.999883,0.000062
9.144127,0.999791,0.000062
9.164561,0.999652,0.000062
9.184995,0.999769,0.000062
9.205429,0.999529,0.000062
9.225863,0.999747,0.000062
9.246297,0.999683,0.000062
9.266731,0.999541,0.000062
9.287164,0.999579,0.000062
9.307598,0.999460,0.000062
9.328032,0.999379,0.000062
